name,cefr,text 
apres-le-coronavirus,B1," Après le coronavirus  Mathieu et moi sommes confinés depuis le 18 mars, et ça commence à faire long ! Pour tromper l'ennui, j'écris des listes de ce que je ferai une fois que le virus sera sous contrôle.  Pour commencer, j'espère de tout cœur qu'il fera beau ce jour-là. Je mettrai ma robe préférée, et je me maquillerai, ce que je n'ai pas fait depuis deux mois ! Je préparerai un grand pique-nique avec toutes les choses qu'on aime, pendant que Mathieu mettra le parasol dans la voiture. Puis, nous irons à la plage qui se trouve à 20km de chez nous. Tellement près, et tellement loin à la fois ! Là-bas, nous rejoindrons nos meilleurs amis et leurs trois enfants  que nous verrons pour la première fois depuis mars.  Ce sera très émouvant de nous retrouver ! Je crois vraiment que c'est ce qui me manque le plus, passer du temps avec nos amis.  Nous profiterons de la journée tous ensemble. Nous échangerons nos anecdotes de confinement, en comparant nos nouveaux talents :  ""Moi, je sais couper les cheveux maintenant !"" ""Moi, j'ai appris à faire du pain de campagne !"" ""Moi, j'ai enfin battu le dernier boss de Final Fantasy VII !""  Les enfants courront dans tous les sens, et nous les regarderons sereinement, tandis que nous laisserons la brise légère de l'été indien caresser nos visages dorés par le soleil.  Nous resterons là jusqu'au coucher du soleil, que nous admirerons, enroulés dans une couverture, sans s'inquiéter d'être trop près les uns des autres...  Et vous, quelle est la première chose que vous ferez après le coronavirus ? "
ascension,B1," Qu'est ce que la fête de l'Ascension ?  Qu'est-ce que l'Ascension ? Dans la tradition chrétienne, l'Ascension marque l'élévation au ciel de Jésus-Christ après sa résurrection et la fin de sa présence sur Terre. L'Ascension est une fête chrétienne célébrée 40 jours après [le] dimanche de Pâques. Elle tombe toujours un jeudi entre le 30 avril et le 3 juin inclus. Le jeudi de l'Ascension est jour férié dans plusieurs pays.  Dans le Nouveau Testament, l'Ascension du Seigneur désigne pour les Chrétiens le moment où Jésus a été élevé au ciel, après avoir été mis sur la croix, être mort et avoir ressuscité.  L'Ascension est un thème que l'on trouve déjà dans la mythologie gréco-romaine. Monter aux cieux, c'est symboliquement rejoindre le domaine du divin. Ainsi chez les Grecs, Pégase monte au ciel pour se mettre au service de Zeus et devenir une constellation.  Pour le Christianisme, le terme concerne uniquement l'Ascension de Jésus-Christ, l'Assomption désignant celle de la Vierge Marie.  Jésus meurt sur la croix le dimanche de Pâques, il est porté au tombeau, et le lundi il a disparu du tombeau : c'est la Résurrection. Ensuite, pendant les 40 jours suivants, il va apparaître épisodiquement à quelques-uns de ses disciples jusqu'au jour de l'Ascension où il s'élève définitivement vers le royaume des cieux.  Dix jours après l'ascension au ciel de Jésus, celui-ci envoie l'Esprit Saint remotiver ses disciples et c'est à partir de ce jour qu'ils partent prêcher l'Évangile aux quatre coins du monde.  L'Ascension du Christ a donc lieu quarante jours après sa mort. Le nombre 40 est récurrent dans la Bible. Il décrit la période durant laquelle la pluie est tombée lors du déluge de Noé et celle que Moïse passe sur le mont Sinaï pour recevoir les Tables de la Loi.  Dans les Évangiles synoptiques, la tentation du Christ au désert dure également 40 jours. L'errance des Hébreux dans le désert avant de rejoindre la Terre Promise est de 40 ans, tout comme les règnes de David et Salomon. Cette durée symbolise un temps d'attente, d'épreuve et d'apprentissage.  D'après Luc, l'Ascension se produit à Béthanie, le village où vivaient les amis de Jésus : Marthe, Marie et Lazard, où Jésus a ressuscité Lazare. C'est également dans ce village qu'aurait été baptisé Jésus.  Une autre tradition le situe au sommet du mont des Oliviers où une église a été édifiée autour de la pierre qui recèlerait la dernière empreinte du pied de Jésus sur Terre avant son ascension vers les cieux.  La célébration de l'Ascension est attestée à la fin du IVe siècle, parfois fêtée simultanément avec la Pentecôte jusqu'au Ve siècle. "
au-restaurant-de-la-plage,B1," Au Restaurant de la Plage Cyril et Eve sont en vacances sur la Côte d'Azur, dans le sud de la France. Ils décident d'essayer le petit restaurant à côté de leur hôtel dont la terrasse donne sur la mer.  SERVEUSE : Bonjour ! Bienvenue au Restaurant de la Plage.   EVE : Bonjour, nous aimerions une table pour deux s'il vous plaît. Est-ce qu'on pourrait être sur la terrasse, si c'est possible ?  SERVEUSE : Oui, vous avez de la chance,  une table vient juste de se libérer. Suivez-moi !   Voilà vos menus, et ici vous avez la carte des vins. Je vous laisse faire votre choix.  CYRIL : Merci beaucoup. Quelle vue magnifique !  EVE : Oui, ça valait vraiment le coup de venir. Et leur carte n'a pas l'air mal non plus !  CYRIL : Ça tombe bien,  je meurs de faim ! On prend entrée, plat, dessert, hein ?  EVE : Oui bien sûr ! Après tout, ce sont les vacances ! J'ai très envie de fruits de mer, et leurs moules à la provençale ont l'air délicieuses !  CYRIL : Je suis d'accord, mais personnellement je suis plus tenté par leur cabillaud au fenouil avec des pommes de terre sautées à l'huile d'olive. J'en ai déjà l'eau à la bouche !  EVE : Pour l'entrée, j'hésite encore. Tu prends quoi, toi ?  CYRIL : Je vais prendre  le tatin de légumes du soleil au confit d'oignons.  EVE : Oui, ça me tentait bien aussi. Ben dans ce cas,  je vais prendre les asperges vertes de pays avec la vinaigrette au parmesan. Comme ça, on peut se faire goûter ?  CYRIL : Ça me va ! Oh là là ! Leur carte des desserts est à tomber par terre ! Il faudra qu'on revienne manger ici avant de rentrer, que l'on puisse goûter les autres plats.  EVE : Carrément ! Mais je sais déjà ce que je veux :  la tarte tatin avec sa boule de glace à la vanille ! Des pommes, du caramel et de la glace :  que demander de plus ?  CYRIL : Je savais que tu prendrais ça ! Je n'arrive pas à choisir... Tu peux m'aider ?  EVE : Je pense que tu devrais prendre la crème brûlée à la cassonade. Je l'ai vue à une autre table et ils caramélisent le sucre devant toi !  CYRIL : D'accord, va pour la crème brûlée ! Et en boisson, qu'est-ce qui te fait envie ?  EVE : Une bouteille d'eau pétillante pour commencer, je meurs de soif ! Puis peut-être un vin blanc, pour aller avec le poisson ?  CYRIL : Tout à fait ! Je vais commander une bouteille de Chablis.  Excusez-moi ! Nous avons fait notre choix. "
bonne-fete-des-peres,B1," La Fête des Pères En France, le troisième dimanche de juin est consacré aux papas. Contrairement à la fête des mères, qui a été instaurée par l'empereur Napoléon Ier, la fête des pères française trouve son origine chez une marque.  Aux États-Unis, c'est le président américain Calvin Coolidge qui a créé cette journée spéciale au début du XXe siècle, mais ce n'est qu'en 1952 que Flaminaire,  fabricant de briquets, l'importe en France. N'ayant jamais été officialisée, la fête des pères a moins d'ampleur que celle des mamans, et demeure une célébration plutôt commerciale.  Si la France, les USA et le Royaume-Uni fêtent les papas le même jour, le reste du monde suit son propre calendrier. En voici quelques exemples :  En ce qui concerne le cadeau, ton papa a probablement assez de bouquins et de cravates, et de combien de boîtes à outils a-t-on vraiment besoin ? Alors, soyons plus créatifs ! Par exemple, si ton père est fan d'une équipe, un ticket pour le prochain match ou le maillot de son joueur préféré serait le bienvenu. Une bonne bouteille plairait aux amateurs de vin et un peu d'assistance sur l'ordi ou le smartphone serait appréciée par les technophobes. Bonne fête ! "
buche-de-noel-recette,B1," Bûche de Noël express au chocolat et framboises La bûche de Noël ? Un incontournable pendant les Fêtes ! Voici une recette simple et originale pour régaler vos convives lors du Réveillon.  Pour réaliser cette bûche de Noël chocolat-framboise, il vous faut :   - une tablette de chocolat ""Lindt l'Universel""  - quatre œufs  - 25 grammes de farine  - 55 g de sucre en poudre  - 100 g de sucre glace  - 150 ml de crème liquide  - 150 g de framboises  - 100 g de confiture de framboises  Préchauffez le four à 180°C.  ""Lindt l'Universel"" est un chocolat ultra fondant. Vous pouvez le faire fondre tout simplement au micro-ondes en mélangeant régulièrement.  Fouettez à part les jaunes d'œufs et le sucre en poudre jusqu'à ce qu'ils blanchissent.  Incorporez-les au chocolat fondu.  Battez les blancs d'œufs en neige et intégrez-les au mélange chocolaté.  Ajoutez la farine en mélangeant délicatement.  Étalez la préparation sur une feuille de papier sulfurisé.  Faites cuire au four six à huit minutes.  Démoulez le biscuit et laissez-le refroidir quinze minutes.  Découpez les bords.  Étalez finement la confiture de framboise sur le biscuit.  Fouettez la crème liquide avec le sucre glace pour faire une crème chantilly.  Étalez-la régulièrement sur le biscuit.  Répartissez ensuite les framboises sur la chantilly.  Roulez le gâteau délicatement en serrant bien la pâte pour que la bûche ait une belle forme ronde et ne s'affaisse pas à la découpe.  Mettez au frais trente minutes.  Et pour l'embellir encore, vous pouvez ajouter un glaçage au chocolat.  Pour réaliser un glaçage simple et rapide, regardez notre vidéo ""Coulis, ganaches, napages"".  Disposez la bûche sur une grille et versez le glaçage sur toute la longueur de celle-ci. Puis, tapotez la grille pour égoutter le surplus de glaçage et mettez au frais.  Avec ""Lindt l'Universel"", cuisinez un Noël tout chocolat ! "
c-est-qui-coluche,B1," C'est qui Coluche ? À quoi ça sert ? Ça veut dire quoi, ça ? Pourquoi c'est comme ça ? C'est où ? C'est qui, lui ? Un jour, une question.  C'est qui Coluche ?  Coluche est un comédien et humoriste français né en 1944 et mort en 1986. Il a joué dans 25 films et reçu le César du Meilleur Acteur  pour son rôle dans ""Tchao Pantin"".  Habillé d'une salopette rayée sur un t-shirt jaune, il aimait faire le clown en racontant des histoires drôles.  Mais pourquoi parle-t-on encore de lui aujourd'hui ?  Coluche est toujours considéré comme l'un des plus grands comiques français. Il s'exprimait de façon très libre, un peu grossière, en se moquant de tout et de tout le monde.  Pour bousculer les hommes politiques, il s'est même présenté à l'élection présidentielle de 1981 !   En 1985, révolté par la situation des pauvres en France, il crée une association qui distribue un repas chaud à ceux qui ont faim. Les Restos du Cœur sont nés ! Le premier hiver, 8,5 millions de repas sont servis par 5.000 bénévoles. Coluche demande à des artistes et des personnalités du sport, de la télé et de la politique de soutenir l'association.  ""Aujourd'hui, on n'a plus le droit ni d'avoir faim ni d'avoir froid.""  Le chanteur Jean-Jacques Goldman compose la chanson des Restos. Chaque année, pour récolter de l'argent, des artistes forment la troupe des ""Enfoirés"" qui donne des concerts  et vend des albums et des DVD.  Coluche est mort dans un accident en 1986, mais sa générosité se perpétue à travers les Restos du Cœur qui aident les pauvres de plus en plus nombreux à essayer de s'en sortir.  Tu te poses des questions ? Nous, on y répond ! "
c-r-a-z-y-french-film-fest,B1," Le choix d'Aurélie : C.R.A.Z.Y.  Un de mes films préférés vient du Québec. C'est le merveilleux ""C.R.A.Z.Y."" (2005) de Jean-Marc Vallée, réalisateur qui connaît aujourd'hui un immense succès aux États-Unis avec notamment le film ""Dallas Buyers Club"". C.R.A.Z.Y. a également révélé le talentueux Marc-André Grondin, qui est époustouflant dans le rôle principal de Zach. Ce film raconte les relations tendues de ce jeune homme et son père qui a du mal à accepter son homosexualité.  Une mention spéciale à l'excellente bande originale de ce film, qui va de David Bowie à Charles Aznavour en passant par l'éponyme classique de Patsy Cline. "
claude-monet-s-water-lilies,B1," L'histoire des Nymphéas de Claude Monet L'histoire des Nymphéas du Musée de l'Orangerie commence en fait en Normandie. Claude Monet fait l'acquisition d'une propriété à Giverny, et cette propriété a un jardin, et dans ce jardin Monet va concevoir un étang qui sera peuplé de plantes aquatiques, [et] qui va constituer le motif de son œuvre pendant une trentaine d'années.  En 1914, au moment où éclate le premier conflit mondial, et au moment aussi où Monet perd son fils, il retourne vraiment à l'obsession de peindre, et il revient à ce projet de créer une grande décoration. Pendant l'année 1915, il va construire un grand atelier avec une grande hauteur sous plafond et une lumière zénithale qui va préfigurer ce que seront ses grandes décorations une fois installées.  Il décide d'en donner deux, à l'issue du premier conflit mondial, le 11 novembre 1918,  et il écrit donc le lendemain, le 12 novembre, à son ami Georges Clémenceau : ""Je veux vous donner ces deux panneaux que je signerai du jour de la victoire.""  C'est donc en signe de paix que Monet offre à l'État cette décoration.  Après une préfiguration du don de ces grandes décorations  qui auraient dû intégrer l'hôtel Biron - l'actuel Musée Rodin - c'est finalement l'Orangerie qui est choisie pour accueillir cet acte de donation de Claude Monet. L'État s'engage à partir de cette époque à aménager les lieux pour recevoir ces décorations et fait appel à l'architecte Camille Lefèvre qui va travailler en lien très étroit avec Claude Monet pour réaliser les plans de ces deux salles.  D'une seule salle circulaire, on va passer à une salle elliptique, puis deux. Et ces deux salles elliptiques vont être conçues  comme formant le signe mathématique de l'infini lorsqu'on les réunit ensemble.   La disposition du lieu est également tout à fait particulière, puisque les compositions vont décrire des heures différentes de la journée, du lever du soleil au coucher du soleil, et le bâtiment est également orienté est-ouest, et donc on a vraiment tout un continuum de temps où c'est comme si le soleil se levait dans la deuxième salle des Nymphéas pour venir se coucher dans la première salle, et on voit vraiment toutes les heures du jour qui évoluent sur les compositions.  Pour la conservation préventive des grandes compositions de Claude Monet, nous avons décidé de procéder très régulièrement à un dépoussiérage par des restauratrices du patrimoine. "
comme-avant-confinementsong,B1," Comme Avant (ConfinementSong) - GiedRé  Est-ce que tu te souviens ? Quand on ne se lavait jamais les mains Quand on touchait la barre du métro, et juste après On enlevait d'entre nos dents un reste de déjeuner  Est-ce que tu te rappelles encore ? Quand on se postillonnait dessus dans les transports Quand on se transpirait dessus à la salle de sport Quand on s'agglutinait dessus à l'aéroport  Je voudrais que tout redevienne comme avant Qu'on arrête de passer du temps avec nos enfants Qu'on arrête de prendre des nouvelles de nos parents Je voudrais que tout redevienne comme avant le confinement  Te souviens-tu quand on s'en foutait des conditions de travail des caissières et des infirmiers ? C'était le bon temps quand on ne culpabilisait pas De se faire livrer des trucs alors qu'on a déjà tout chez soi  Tu te rappelles quand c'était nous les plus forts Quand les dauphins ne squattaient pas nos ports On pouvait même changer la couleur du ciel Ah ! Cette petite pellicule grise Dis, est-ce que tu t'en rappelles ?  Je voudrais que tout redevienne comme avant Qu'on arrête de passer du temps avec nos enfants Qu'on arrête de prendre des nouvelles de nos parents Je voudrais qu'on redevienne cons Comme avant le confinement "
comment-est-nee-la-langue-francaise,B1," Comment est née la langue française ? À quoi ça sert ? Ça veut dire quoi, ça ? Pourquoi c'est comme ça ? C'est où ? C'est qui, lui ? Un jour, une question  Comment est née la langue française ?  Du 14 au 22 mars, c'est la fête de la langue française. Elle est célébrée sur les 5 continents. Pourquoi ? Parce que le français est parlé par 274 millions de personnes : en France, en Belgique, au Québec, dans plusieurs pays d'Afrique avec des accents différents. Partout, les gens utilisent les mêmes mots et la même grammaire, mais il a fallu 25 siècles pour inventer cette langue.  Au fait, connais-tu l'histoire de la langue française ? Au 5e siècle avant Jésus-Christ, la France parle trois langues : le grec, le ligure et le gaulois. En moins 50, les Romains envahissent la France  avec leur langue : le latin. Au 5e siècle, le peuple des Francs prend leur place. Ils prononcent le latin à leur manière, ajoutent leurs mots et créent ainsi une nouvelle langue : le roman.  En 800, Charlemagne remet le latin dans les écoles et les églises. Alors, les gens cultivés parlent latin, et le peuple, roman.  Au 10e siècle, le roman a pris des centaines de formes différentes dans les régions. Pour dire oui, les gens du nord disent « oïl », les gens du sud disent « oc ».  Peu à peu, c'est la langue parlée près de Paris  qui se répand : le francien, ou français. Pour que tous les habitants se comprennent, le roi François Ier décide en 1539 que les lois seront rédigées en français. Et après la Révolution, l'école se fait en français.  Au fil des siècles, des mots étrangers entrent dans la langue française :  Tu vois, une langue, c'est vivant.  Ça grandit tout le temps.  Tu te poses des questions ?  Nous, on y répond ! "
comment-fabriquer-une-pinata-d-halloween,B1," Comment fabriquer une piñata d'Halloween   Halloween approche à grands pas !  Pourquoi ne pas s’amuser à fabriquer une piñata en forme de citrouille pour amuser les petits et les grands.  Munissez-vous de tout le matériel suivant : un lampion en papier accordéon ou un lampion en papier simple; des feuilles de papier crêpon orange et noir; de la colle; du ruban adhésif double-face; des araignées en plastique; du fil blanc et une paire de ciseaux.  N'oubliez pas d'acheter des bonbons, des sucettes et les chocolats préférés de vos proches et de vos enfants.  Voici les instructions :  Ouvrez votre lampion en papier accordéon et versez tous les bonbons, les sucettes et les chocolats à l'intérieur.  Attention ! Si vous utilisez un lampion en papier simple, fermez une des ouvertures  avec un peu de papier crépon orange avant de verser les bonbons délicatement.  Ensuite,  découpez plusieurs bandes de papier orange. Mesurez 9,5 cm pour la largeur des bandes. Mettez du ruban adhésif sur le haut, le bas et le milieu de chaque bande. Recouvrez le lampion avec les bandes.  Pour le visage, prenez les ciseaux et coupez, dans le papier noir, deux grands triangles pour les yeux, un petit triangle pour le nez et une bande en zigzag pour la bouche. Collez-les sur le visage avec le ruban adhésif.  La touche finale : ajoutez plusieurs fils blancs  tout autour de la base de votre piñata et accrochez-y les araignées en plastique !  Joyeux Halloween à toutes et à tous ! "
conseils-pratiques-pour-profiter-des-marches-de-noel,B1," Conseils pratiques pour profiter des marchés de Noël Ça y est ! Le mois de décembre est de retour ! Et avec lui, une des meilleures excuses de  sortir de chez nous en hiver : les marchés de Noël ! Mais soyons honnêtes : entre la foule, la circulation et le froid,  ces balades peuvent aussi rapidement virer au cauchemar ! Alors, pour vous aider à profiter au mieux des marchés de Noël d'Alsace - qui restent les plus renommés - et du reste de la France, voici quelques astuces et conseils que j'ai réunis pour vous.  Anticipez !  Afin de limiter au maximum les mauvaises surprises, et surtout si c'est un marché  que vous n'avez jamais visité auparavant, assurez-vous de bien vérifier les dates et horaires d'ouverture des marchés qui vous intéressent. En effet, dû notamment aux différentes mesures de sécurité en vigueur, il peut arriver que ces dates changent, et il serait dommage de réserver votre séjour pour finalement découvrir que le marché s'arrête le weekend précédent ! Le mieux est de se renseigner directement  sur les sites officiels des offices de tourisme ou de l'événement lui-même.  Évitez les journées de grande affluence !  Bien sûr, vous n'êtes pas les seuls à vouloir admirer les bibelots et les petits chalets, mais les marchés de Noël sont en général ouverts  pendant les trois premières semaines de décembre, donc vous voulez mon conseil ?  N'attendez pas que les vacances scolaires aient commencé ! Privilégiez la première semaine de décembre, et évitez autant que possible le weekend, et le samedi en particulier. Et si vous n'êtes pas trop à cheval sur la tradition - ""les marchés de Noël doivent se terminer à ... Noël"" - vous pourrez même attendre la période d'entre les fêtes, du 25 au 31 décembre, où certains marchés français restent ouverts, comme à Colmar, Lille ou Mulhouse.  Ne craignez pas les intempéries !  Ne laissez pas un peu de pluie ou de neige vous décourager ! Ce sera le cas pour beaucoup de personnes,  ce qui veut dire qu'au final,  vous profiterez sûrement plus du marché par mauvais temps, que secs mais serrés comme des sardines ! De plus, n'oubliez pas que la nuit tombe très tôt en cette période de l'année, et dans l'obscurité, pluie ou pas pluie, les illuminations seront tout aussi merveilleuses,  et les commerçants tout aussi accueillants.  En parlant de lumière, si vous êtes photographe amateur ou professionnel, essayez d'arriver vers 16h30 : vous profiterez de  ce qu'on appelle communément ""l'heure bleue"" (avant la nuit noire), un moment particulièrement féerique !  Facilitez-vous la vie !  Plutôt que de devoir tourner en rond pendant des heures à la recherche d'une introuvable place de parking, je vous recommande de prendre les transports en commun. Les grandes villes comme Strasbourg offrent même un ""Pass Noël"" qui permet de voyager en tram, en bus et en métro en illimité pendant 24h. Renseignez-vous auprès des offices de tourisme.  Enfin, prenez soin de choisir une paire de chaussures confortable, ainsi qu'une tenue adaptée au temps. Il serait dommage de devoir interrompre votre visite à cause d'une mauvaise ampoule, ou d'en revenir avec un rhume carabiné !  Maintenant que vous êtes prêts pour votre visite, voici quelques liens vers les marchés de Noël  qui valent vraiment la peine d'être vus !  Bonne visite à toutes et à tous ! "
celebrations-de-thanksgiving,B1," C'est Thanksgiving ! Cette fête est américaine, mais comme l’équipe de Kwiziq est internationale, j’ai pensé qu’il serait amusant  de jeter un coup d'œil aux fêtes similaires de nos pays respectifs. Cet article est bilingue : vous n’avez qu’à cliquer sur une phrase pour la lire en anglais.  Thanksgiving est une fête américaine importante  qui célèbre la famille, les amis et la nourriture. Cette tradition relevant d'un héritage culturel - plutôt que d'une religion par exemple - elle est fêtée par la grande majorité des Américains. Comme le jour de Thanksgiving, qui tombe le quatrième jeudi de novembre, et le vendredi suivant sont des jours fériés, les étudiants, les fonctionnaires et la plupart des employés ont un « long weekend » de quatre jours, pendant lequel ils expriment leur reconnaissance, mangent beaucoup trop, regardent le football (américain) et le défilé de Macy's et participent au sport extrême connu sous le nom de « shopping du Black Friday ».  J'ai quitté les USA depuis de nombreuses années, mais si je me souviens bien, les plats typiques étaient la dinde rôtie, la farce (cuite à l'intérieur de la dinde), la sauce au jus de dinde, la sauce à la canneberge, la purée de pommes de terre,  les patates douces (qu'elles soient en purée, cuites au four ou dans une tourte) le maïs et les haricots verts. Et en dessert, la tarte à la citrouille, aux pommes ou aux noix de pécan. Bien sûr, en tant que végétarienne, je ne mangeais ni dinde ni farce ni jus de dinde, et j'étais donc obligée de me débrouiller avec le reste. Quand j'ai été plus âgée, j'ai pris l'habitude de préparer mes propres recettes végétariennes à partager,  comme le seitan rôti (fait à partir de gluten de blé) et le risotto à la courge d'hiver.  Vous pouvez avoir un avant-goût du Thanksgiving américain avec des kwiz amusants que nous avons créés.*  Alors, est-ce que Thanksgiving est une fête spécifique aux États-Unis ? Eh bien, je sais que les Canadiens ont leur propre célébration en octobre,  et j'ai demandé à mes collègues de partager leurs pensées concernant leurs pays respectifs.  Aurélie, est-ce que tu fêtes Thanksgiving ? En France, nous ne célébrons pas Thanksgiving,  même si nous savons ce que c'est grâce aux films et séries américains que nous regardons à la télé ! En revanche, nous célébrons nous aussi les récoltes, et en particulier les vendanges ! En Bourgogne, où vit mon oncle, ils célèbrent tous les ans « la Saint Vincent » le dernier weekend de janvier. Chaque année, un village bourguignon différent organise les célébrations pendant lesquelles on décore le village avec des fleurs de papier et des personnages au nez rouge,  et on savoure la nouvelle cuvée en mangeant de l'andouillette, une spécialité locale à base de tripes : estomacs sensibles s'abstenir !  Gruff, et en Angleterre ? C'est loin d'être aussi important qu'aux États-Unis, mais ici nous célébrons la fête de la récolte de Thanksgiving fin septembre ou début octobre. Du moins, je me souviens qu'on la fêtait  quand j'étais à l'école il y a très, très longtemps. Il y avait une grande table avec des décorations faites en épis de blé et des paniers de nourriture. On nous demandait tous d'apporter des boîtes de conserve pour donner à ceux dans le besoin. Je ne m'en souviens pas vraiment plus que ça. Ce n'est pas un jour férié ici donc il ne figure pas du tout dans ma vie d'adulte - si ce n'est, bien sûr, que je sais que tous mes amis américains le fêtent !  Keith, qu'est-ce que tu penses de Thanksgiving ? En tant que Britannique qui a passé des mois à faire des allers-retours  de l'autre côté de l'Atlantique pour le travail,  j'ai toujours été frappé par l'importance de Thanksgiving pour les citoyens américains. C'est véritablement une fête d'importance majeure, encore plus que Noël, d'après ce que j'ai pu observer. Alors qu'ici au Royaume-Uni,  notre fête « la plus significative » est indéniablement Noël.  Gerard et Bartek, existe-t-il ce genre de célébration en Pologne ? Nous avons un festival de la récolte appelé Dożynki qui se fête dans un village différent chaque année. Ça commence avec un défilé avec des représentants de chaque village ainsi que des pompiers locaux. Ensuite, il y a souvent de la musique et une soirée dansante. Le symbole traditionnel est une guirlande faite de blé et de seigle que les ouvriers agricoles donnent au propriétaire terrien.  Simon, est-ce qu'il y a quelque chose de semblable en Australie ? Nous n'avons aucune célébration de Thanksgiving en Australie, mais notre Noël est génial ! En plein milieu de l'été !  Est-ce que vous fêtez Thanksgiving ou quelque chose de semblable ? N'hésitez pas à nous laisser un commentaire. "
d-ou-vient-la-tradition-du-marche-de-noel,B1," D'où vient la tradition du marché de Noël ?  À quoi ça sert ? Ça veut dire quoi, ça ? Pourquoi c'est comme ça ? C'est où ? C'est qui, lui ? Un jour, une question  D'où vient la tradition du marché de Noël ?  D'origine allemande, le premier marché de Noël est arrivé en Alsace au XVIe siècle. Il s'appelait ""Marché de Saint-Nicolas"". On y achetait des cadeaux pour les enfants pour la Saint-Nicolas, le saint protecteur des enfants. En 1570, avec l'arrivée du protestantisme, une branche de la religion chrétienne, ce marché est rebaptisé ""Marché de l'enfant Jésus"".  Mais depuis quand ces marchés se sont multipliés ? Du XVIe siècle jusqu'aux années 1990, seule la ville de Strasbourg a un marché de Noël. Chaque année, pendant tout le mois de décembre, des milliers de touristes sont au rendez-vous. Chalets illuminés, pain d'épices, vin chaud, jouets en bois. On y vient pour son côté traditionnel célébrant la magie de Noël.  En 1995, face à son succès grandissant, la ville alsacienne présente son marché dans plusieurs salons internationaux de tourisme. Dès l'année suivante, des marchés de Noël fleurissent partout dans le monde. Marrons chauds par-ci, santons de Provence par-là, chaque ville s'invente son marché et l'adapte à ses traditions. Au fil des ans, ils deviennent des événements touristiques. Patinoires, manèges, animations : les villes regorgent d'imagination pour accueillir des marchés toujours plus beaux et festifs.  Aujourd'hui, la France est deuxième au classement mondial des marchés de Noël ... après l'Allemagne. La féerie de Noël n'est pas prête de disparaître !  Tu te poses des questions ? Nous, on y répond ! "
d-ou-vient-le-nom-des-schtroumpfs,B1," D'où vient le nom des Schtroumpfs ? Nous connaissons tous ces petits lutins bleus aux bonnets et pantalons blancs et leur village fait de maisons-champignons, dont les aventures consistent essentiellement à déjouer les plans du méchant Gargamel. Mais vous êtes-vous déjà demandés  d'où leur viennent ce nom et ce langage étranges et uniques de ""Schtroumpfs"" ?   Eh bien, moi aussi, et après quelques recherches, j'ai trouvé l'origine de ce mot, telle que la raconte Hugues Dayez,  commissaire de l'exposition ""Peyo, Une Rétrospective"" début 2017.  ""Peyo, futur créateur des Schtroumpfs, est en vacances sur la côte belge avec son ami Franquin lui aussi dessinateur,  dont les personnages comprennent Spirou, Gaston Lagaffe ou encore le Marsupilami, et leurs familles. Pendant un repas, Peyo veut demander le sel à Franquin, mais ne trouvant plus ses mots, lui dit : ""Passe-moi le ... allez, le... Passe-moi le schtroumpf !"", comme on dirait ""machin"" ou ""truc"". Et Franquin enchaîne : ""Oui bien sûr, voilà le schtroumpf !"". Les deux amis se prennent au jeu,  et continuent à parler comme ça toute l'après-midi : - Si tu es gentil, je te le schtroumpferai. - Oh oui, je reveux bien un schtroumpf ! etc Un langage est né, mais les personnages n'existent pas encore.  Six mois plus tard, en avril 1958, Peyo écrit le nouveau Johan et Pirlouit, bande dessinée qu'il publie dans Spirou Magazine. Il introduit une flûte enchantée  dont les créateurs sont de petits lutins bleus  qui vivent dans une forêt magique. Et au moment de leur trouver un nom, il repense à cet amusant langage  et décide de les baptiser ""Les Schtroumpfs"". ""  Schtroumpfant, n'est-ce pas ? "
